Date,actual,epidemic_actual,split,baseline,model_ep0,model_ep1,model_ep_actual
2023-09-16,8957.0,0.0,train,,,,
2023-09-17,9660.0,0.0,train,,,,
2023-09-18,9173.0,0.0,train,,,,
2023-09-19,9438.0,0.0,train,,,,
2023-09-20,8596.0,0.0,train,,,,
2023-09-21,8888.0,0.0,train,,,,
2023-09-22,9732.0,0.0,train,,,,
2023-09-23,10911.0,0.0,train,,,,
2023-09-24,8479.0,0.0,train,,,,
2023-09-25,9386.0,0.0,train,,,,
2023-09-26,8860.0,0.0,train,,,,
2023-09-27,9144.0,0.0,train,,,,
2023-09-28,9341.0,0.0,train,,,,
2023-09-29,8721.0,0.0,train,,,,
2023-09-30,7723.0,0.0,train,,,,
2023-10-01,9429.0,0.0,train,,,,
2023-10-02,10394.0,0.0,train,,,,
2023-10-03,8685.0,0.0,train,,,,
2023-10-04,9141.0,0.0,train,,,,
2023-10-05,9259.0,0.0,train,,,,
2023-10-06,9354.0,0.0,train,,,,
2023-10-07,5501.0,1.0,train,,,,
2023-10-08,6050.0,1.0,train,,,,
2023-10-09,6131.0,1.0,train,,,,
2023-10-10,5614.0,1.0,train,,,,
2023-10-11,5770.0,1.0,train,,,,
2023-10-12,6613.0,1.0,train,,,,
2023-10-13,5858.0,1.0,train,,,,
2023-10-14,5805.0,1.0,train,,,,
2023-10-15,5847.0,1.0,train,,,,
2023-10-16,5509.0,1.0,train,,,,
2023-10-17,6904.0,1.0,train,,,,
2023-10-18,5991.0,1.0,train,,,,
2023-10-19,6461.0,1.0,train,,,,
2023-10-20,5932.0,1.0,train,,,,
2023-10-21,6096.0,1.0,train,,,,
2023-10-22,5854.0,1.0,train,,,,
2023-10-23,6466.0,1.0,train,,,,
2023-10-24,5117.0,1.0,train,,,,
2023-10-25,9648.0,0.0,train,,,,
2023-10-26,8793.0,0.0,train,,,,
2023-10-27,8842.0,0.0,train,,,,
2023-10-28,9825.0,0.0,train,,,,
2023-10-29,8376.0,0.0,train,,,,
2023-10-30,8096.0,0.0,train,,,,
2023-10-31,7913.0,0.0,train,,,,
2023-11-01,9548.0,0.0,train,,,,
2023-11-02,10028.0,0.0,train,,,,
2023-11-03,9426.0,0.0,train,,,,
2023-11-04,9049.0,0.0,train,,,,
2023-11-05,9015.0,0.0,train,,,,
2023-11-06,8009.0,0.0,train,,,,
2023-11-07,9219.0,0.0,train,,,,
2023-11-08,9449.0,0.0,train,,,,
2023-11-09,9277.0,0.0,train,,,,
2023-11-10,9052.0,0.0,train,,,,
2023-11-11,9641.0,0.0,train,,,,
2023-11-12,9460.0,0.0,train,,,,
2023-11-13,9078.0,0.0,train,,,,
2023-11-14,9093.0,0.0,train,,,,
2023-11-15,9512.0,0.0,train,,,,
2023-11-16,8987.0,0.0,train,,,,
2023-11-17,8605.0,0.0,train,,,,
2023-11-18,9714.0,0.0,train,,,,
2023-11-19,9362.0,0.0,train,,,,
2023-11-20,8715.0,0.0,train,,,,
2023-11-21,9086.0,0.0,train,,,,
2023-11-22,9483.0,0.0,train,,,,
2023-11-23,9376.0,0.0,train,,,,
2023-11-24,8838.0,0.0,train,,,,
2023-11-25,8591.0,0.0,train,,,,
2023-11-26,9044.0,0.0,train,,,,
2023-11-27,9540.0,0.0,train,,,,
2023-11-28,8404.0,0.0,train,,,,
2023-11-29,9197.0,0.0,train,,,,
2023-11-30,8776.0,0.0,train,,,,
2023-12-01,9466.0,0.0,train,,,,
2023-12-02,10362.0,0.0,train,,,,
2023-12-03,9483.0,0.0,train,,,,
2023-12-04,9687.0,0.0,train,,,,
2023-12-05,9129.0,0.0,train,,,,
2023-12-06,11327.0,0.0,train,,,,
2023-12-07,9915.0,0.0,train,,,,
2023-12-08,9430.0,0.0,train,,,,
2023-12-09,8769.0,0.0,train,,,,
2023-12-10,9624.0,0.0,train,,,,
2023-12-11,8767.0,0.0,train,,,,
2023-12-12,9584.0,0.0,train,,,,
2023-12-13,10508.0,0.0,train,,,,
2023-12-14,9745.0,0.0,train,,,,
2023-12-15,9090.0,0.0,train,,,,
2023-12-16,9161.0,0.0,train,,,,
2023-12-17,9184.0,0.0,train,,,,
2023-12-18,10282.0,0.0,train,,,,
2023-12-19,9249.0,0.0,train,,,,
2023-12-20,8916.0,0.0,train,,,,
2023-12-21,10693.0,0.0,train,,,,
2023-12-22,9783.0,0.0,train,,,,
2023-12-23,9588.0,0.0,train,,,,
2023-12-24,10491.0,0.0,train,,,,
2023-12-25,8639.0,0.0,train,,,,
2023-12-26,9687.0,0.0,train,,,,
2023-12-27,6136.0,1.0,train,,,,
2023-12-28,6029.0,1.0,train,,,,
2023-12-29,6267.0,1.0,train,,,,
2023-12-30,5316.0,1.0,train,,,,
2023-12-31,5783.0,1.0,train,,,,
2024-01-01,6030.0,1.0,train,,,,
2024-01-02,6106.0,1.0,train,,,,
2024-01-03,6268.0,1.0,val,8717.82142857143,9652.522348806,6091.194285637941,6091.194285637941
2024-01-04,5661.0,1.0,val,8717.82142857143,9545.432697848672,5984.104634680612,5984.104634680612
2024-01-05,6598.0,1.0,val,8717.82142857143,9605.536041375308,6044.207978207248,6044.207978207248
2024-01-06,6655.0,1.0,val,8717.82142857143,9572.08703024088,6010.758967072821,6010.758967072821
2024-01-07,6003.0,1.0,val,8717.82142857143,9647.355800750234,6086.027737582175,6086.027737582175
2024-01-08,5620.0,1.0,val,8717.82142857143,9515.44232746072,5954.114264292661,5954.114264292661
2024-01-09,8533.0,0.0,val,8717.82142857143,9563.29365818148,6001.96559501342,9563.29365818148
2024-01-10,8277.0,0.0,val,8717.82142857143,9704.932461005887,6143.6043978378275,9704.932461005887
2024-01-11,9323.0,0.0,val,8717.82142857143,9596.405660713766,6035.077597545707,9596.405660713766
2024-01-12,8508.0,0.0,val,8717.82142857143,9655.026448406927,6093.698385238868,9655.026448406927
2024-01-13,9926.0,0.0,val,8717.82142857143,9620.05168676921,6058.72362360115,9620.05168676921
2024-01-14,8990.0,0.0,val,8717.82142857143,9693.753770507034,6132.4257073389745,9693.753770507034
2024-01-15,8671.0,0.0,val,8717.82142857143,9560.234976345135,5998.906913177076,9560.234976345135
2024-01-16,9078.0,0.0,val,8717.82142857143,9606.444695168515,6045.116632000456,9606.444695168515
2024-01-17,8736.0,0.0,val,8717.82142857143,9746.407976150578,6185.079912982519,9746.407976150578
2024-01-18,9429.0,0.0,val,8717.82142857143,9636.174160207496,6074.846097039437,9636.174160207496
2024-01-19,7990.0,0.0,val,8717.82142857143,9693.058886645938,6131.730823477879,9693.058886645938
2024-01-20,10914.0,0.0,val,8717.82142857143,9656.32149539887,6094.993432230811,9656.32149539887
2024-01-21,8563.0,0.0,val,8717.82142857143,9728.23688440907,6166.9088212410115,9728.23688440907
2024-01-22,9639.0,0.0,val,8717.82142857143,9592.909856538685,6031.581793370627,9592.909856538685
2024-01-23,8370.0,0.0,val,8717.82142857143,9637.292348599556,6075.964285431498,9637.292348599556
2024-01-24,10051.0,0.0,val,8717.82142857143,9775.411972347978,6214.083909179919,9775.411972347978
2024-01-25,10028.0,0.0,val,8717.82142857143,9663.320644787718,6101.992581619659,9663.320644787718
2024-01-26,9184.0,0.0,val,8717.82142857143,9718.336591652158,6157.008528484099,9718.336591652158
2024-01-27,9598.0,0.0,val,8717.82142857143,9679.721746464069,6118.39368329601,9679.721746464069
2024-01-28,9942.0,0.0,val,8717.82142857143,9749.753604736454,6188.425541568395,9749.753604736454
2024-01-29,8802.0,0.0,val,8717.82142857143,9612.539567696567,6051.211504528508,9612.539567696567
2024-01-30,8425.0,0.0,val,8717.82142857143,9655.034168131671,6093.706104963612,9655.034168131671
2024-01-31,,,future,8492.214285714286,9724.712572517747,6182.148366645411,
2024-02-01,,,future,8492.214285714286,9625.650420684951,6083.086214812616,
2024-02-02,,,future,8492.214285714286,9657.091221978124,6114.527016105789,
2024-02-03,,,future,8492.214285714286,9663.036273318838,6120.4720674465025,
2024-02-04,,,future,8492.214285714286,9695.90327974582,6153.339073873485,
2024-02-05,,,future,8492.214285714286,9555.470684932283,6012.906479059948,
2024-02-06,,,future,8492.214285714286,9577.90765099243,6035.3434451200965,
2024-02-07,,,future,8492.214285714286,9731.142615386938,6188.578409514602,
2024-02-08,,,future,8492.214285714286,9630.511844192031,6087.947638319696,
2024-02-09,,,future,8492.214285714286,9660.404315348444,6117.840109476108,
2024-02-10,,,future,8492.214285714286,9664.823487699932,6122.259281827597,
2024-02-11,,,future,8492.214285714286,9696.189193830713,6153.6249879583775,
2024-02-12,,,future,8492.214285714286,9554.281967969533,6011.717762097199,
2024-02-13,,,future,8492.214285714286,9575.273023229038,6032.708817356702,
2024-02-14,,,future,8492.214285714286,9727.092805993265,6184.52860012093,
2024-02-15,,,future,8492.214285714286,9625.07954672098,6082.515340848644,
2024-02-16,,,future,8492.214285714286,9653.624140783968,6111.059934911633,
2024-02-17,,,future,8492.214285714286,9656.731915152945,6114.167709280609,
2024-02-18,,,future,8492.214285714286,9686.824518943182,6144.260313070848,
2024-02-19,,,future,8492.214285714286,9543.684249090344,6001.1200432180085,
2024-02-20,,,future,8492.214285714286,9563.484025427822,6020.919819555487,
2024-02-21,,,future,8492.214285714286,9714.155942981028,6171.5917371086925,
2024-02-22,,,future,8492.214285714286,9611.039820748781,6068.475614876447,
2024-02-23,,,future,8492.214285714286,9638.528080593429,6095.963874721094,
2024-02-24,,,future,8492.214285714286,9640.627512054554,6098.06330618222,
2024-02-25,,,future,8492.214285714286,9669.761161100743,6127.196955228407,
2024-02-26,,,future,8492.214285714286,9525.712654091923,5983.148448219588,
2024-02-27,,,future,8492.214285714286,9544.656171225712,6002.091965353376,
